"","site_id","year","month","day","variable","value"
"35949","i36",1945,9,1,"cru_324_frs",22.57
"36016","i36",1945,10,1,"cru_324_frs",30.84
"36083","i36",1945,11,1,"cru_324_frs",30
"36150","i36",1945,12,1,"cru_324_frs",31
"36217","i36",1946,1,1,"cru_324_frs",31
"36284","i36",1946,2,1,"cru_324_frs",28
"36351","i36",1946,3,1,"cru_324_frs",31
"36418","i36",1946,4,1,"cru_324_frs",30
"36485","i36",1946,5,1,"cru_324_frs",28.4
"36552","i36",1946,6,1,"cru_324_frs",6.92
"36619","i36",1946,7,1,"cru_324_frs",5.23
"36686","i36",1946,8,1,"cru_324_frs",11.29
"36753","i36",1946,9,1,"cru_324_frs",22.57
"36820","i36",1946,10,1,"cru_324_frs",30.95
"36887","i36",1946,11,1,"cru_324_frs",30
"36954","i36",1946,12,1,"cru_324_frs",31
"37021","i36",1947,1,1,"cru_324_frs",31
"37088","i36",1947,2,1,"cru_324_frs",28
"37155","i36",1947,3,1,"cru_324_frs",31
"37222","i36",1947,4,1,"cru_324_frs",30
"37289","i36",1947,5,1,"cru_324_frs",28.55
"37356","i36",1947,6,1,"cru_324_frs",16.58
"37423","i36",1947,7,1,"cru_324_frs",4.09
"37490","i36",1947,8,1,"cru_324_frs",15.79
"37557","i36",1947,9,1,"cru_324_frs",24.02
"37624","i36",1947,10,1,"cru_324_frs",30.59
"37691","i36",1947,11,1,"cru_324_frs",30
"37758","i36",1947,12,1,"cru_324_frs",31
"37825","i36",1948,1,1,"cru_324_frs",31
"37892","i36",1948,2,1,"cru_324_frs",29
"37959","i36",1948,3,1,"cru_324_frs",31
"38026","i36",1948,4,1,"cru_324_frs",30
"38093","i36",1948,5,1,"cru_324_frs",29.31
"38160","i36",1948,6,1,"cru_324_frs",14.51
"38227","i36",1948,7,1,"cru_324_frs",4.09
"38294","i36",1948,8,1,"cru_324_frs",10.53
"38361","i36",1948,9,1,"cru_324_frs",23.91
"38428","i36",1948,10,1,"cru_324_frs",31
"38495","i36",1948,11,1,"cru_324_frs",30
"38562","i36",1948,12,1,"cru_324_frs",31
"38629","i36",1949,1,1,"cru_324_frs",31
"38696","i36",1949,2,1,"cru_324_frs",28
"38763","i36",1949,3,1,"cru_324_frs",31
"38830","i36",1949,4,1,"cru_324_frs",30
"38897","i36",1949,5,1,"cru_324_frs",30.25
"38964","i36",1949,6,1,"cru_324_frs",16.58
"39031","i36",1949,7,1,"cru_324_frs",10.02
"39098","i36",1949,8,1,"cru_324_frs",6.27
"39165","i36",1949,9,1,"cru_324_frs",18.62
"39232","i36",1949,10,1,"cru_324_frs",29.77
"39299","i36",1949,11,1,"cru_324_frs",30
"39366","i36",1949,12,1,"cru_324_frs",31
"39433","i36",1950,1,1,"cru_324_frs",31
"39500","i36",1950,2,1,"cru_324_frs",28
"39567","i36",1950,3,1,"cru_324_frs",31
"39634","i36",1950,4,1,"cru_324_frs",30
"39701","i36",1950,5,1,"cru_324_frs",27.14
"39768","i36",1950,6,1,"cru_324_frs",9.22
"39835","i36",1950,7,1,"cru_324_frs",3.73
"39902","i36",1950,8,1,"cru_324_frs",9.77
"39969","i36",1950,9,1,"cru_324_frs",19.86
"40036","i36",1950,10,1,"cru_324_frs",30.95
"40103","i36",1950,11,1,"cru_324_frs",30
"40170","i36",1950,12,1,"cru_324_frs",31
"40237","i36",1951,1,1,"cru_324_frs",31
"40304","i36",1951,2,1,"cru_324_frs",28
"40371","i36",1951,3,1,"cru_324_frs",31
"40438","i36",1951,4,1,"cru_324_frs",30
"40505","i36",1951,5,1,"cru_324_frs",28.84
"40572","i36",1951,6,1,"cru_324_frs",13.99
"40639","i36",1951,7,1,"cru_324_frs",4.27
"40706","i36",1951,8,1,"cru_324_frs",3.39
"40773","i36",1951,9,1,"cru_324_frs",19.61
"40840","i36",1951,10,1,"cru_324_frs",30.93
"40907","i36",1951,11,1,"cru_324_frs",30
"40974","i36",1951,12,1,"cru_324_frs",31
"41041","i36",1952,1,1,"cru_324_frs",31
"41108","i36",1952,2,1,"cru_324_frs",29
"41175","i36",1952,3,1,"cru_324_frs",31
"41242","i36",1952,4,1,"cru_324_frs",30
"41309","i36",1952,5,1,"cru_324_frs",29.72
"41376","i36",1952,6,1,"cru_324_frs",14.25
"41443","i36",1952,7,1,"cru_324_frs",3.73
"41510","i36",1952,8,1,"cru_324_frs",9.77
"41577","i36",1952,9,1,"cru_324_frs",24.02
"41644","i36",1952,10,1,"cru_324_frs",30.45
"41711","i36",1952,11,1,"cru_324_frs",30
"41778","i36",1952,12,1,"cru_324_frs",31
"41845","i36",1953,1,1,"cru_324_frs",31
"41912","i36",1953,2,1,"cru_324_frs",28
"41979","i36",1953,3,1,"cru_324_frs",31
"42046","i36",1953,4,1,"cru_324_frs",30
"42113","i36",1953,5,1,"cru_324_frs",27.92
"42180","i36",1953,6,1,"cru_324_frs",7.59
"42247","i36",1953,7,1,"cru_324_frs",3.39
"42314","i36",1953,8,1,"cru_324_frs",8.08
"42381","i36",1953,9,1,"cru_324_frs",20.59
"42448","i36",1953,10,1,"cru_324_frs",30.73
"42515","i36",1953,11,1,"cru_324_frs",30
"42582","i36",1953,12,1,"cru_324_frs",31
"42649","i36",1954,1,1,"cru_324_frs",31
"42716","i36",1954,2,1,"cru_324_frs",28
"42783","i36",1954,3,1,"cru_324_frs",31
"42850","i36",1954,4,1,"cru_324_frs",30
"42917","i36",1954,5,1,"cru_324_frs",30.12
"42984","i36",1954,6,1,"cru_324_frs",14.25
"43051","i36",1954,7,1,"cru_324_frs",3.91
"43118","i36",1954,8,1,"cru_324_frs",2.04
"43185","i36",1954,9,1,"cru_324_frs",20.83
"43252","i36",1954,10,1,"cru_324_frs",30.34
"43319","i36",1954,11,1,"cru_324_frs",30
"43386","i36",1954,12,1,"cru_324_frs",31
"43453","i36",1955,1,1,"cru_324_frs",31
"43520","i36",1955,2,1,"cru_324_frs",28
"43587","i36",1955,3,1,"cru_324_frs",31
"43654","i36",1955,4,1,"cru_324_frs",30
"43721","i36",1955,5,1,"cru_324_frs",28.84
"43788","i36",1955,6,1,"cru_324_frs",10.43
"43855","i36",1955,7,1,"cru_324_frs",3.73
"43922","i36",1955,8,1,"cru_324_frs",13.92
"43989","i36",1955,9,1,"cru_324_frs",20.35
"44056","i36",1955,10,1,"cru_324_frs",30.59
"44123","i36",1955,11,1,"cru_324_frs",30
"44190","i36",1955,12,1,"cru_324_frs",31
"44257","i36",1956,1,1,"cru_324_frs",31
"44324","i36",1956,2,1,"cru_324_frs",29
"44391","i36",1956,3,1,"cru_324_frs",31
"44458","i36",1956,4,1,"cru_324_frs",30
"44525","i36",1956,5,1,"cru_324_frs",27.23
"44592","i36",1956,6,1,"cru_324_frs",12.7
"44659","i36",1956,7,1,"cru_324_frs",2.31
"44726","i36",1956,8,1,"cru_324_frs",11.29
"44793","i36",1956,9,1,"cru_324_frs",21.54
"44860","i36",1956,10,1,"cru_324_frs",31
"44927","i36",1956,11,1,"cru_324_frs",30
"44994","i36",1956,12,1,"cru_324_frs",31
"45061","i36",1957,1,1,"cru_324_frs",31
"45128","i36",1957,2,1,"cru_324_frs",28
"45195","i36",1957,3,1,"cru_324_frs",31
"45262","i36",1957,4,1,"cru_324_frs",30
"45329","i36",1957,5,1,"cru_324_frs",29.31
"45396","i36",1957,6,1,"cru_324_frs",19.37
"45463","i36",1957,7,1,"cru_324_frs",8.79
"45530","i36",1957,8,1,"cru_324_frs",4.84
"45597","i36",1957,9,1,"cru_324_frs",23.14
"45664","i36",1957,10,1,"cru_324_frs",30.59
"45731","i36",1957,11,1,"cru_324_frs",30
"45798","i36",1957,12,1,"cru_324_frs",31
"45865","i36",1958,1,1,"cru_324_frs",31
"45932","i36",1958,2,1,"cru_324_frs",28
"45999","i36",1958,3,1,"cru_324_frs",31
"46066","i36",1958,4,1,"cru_324_frs",30
"46133","i36",1958,5,1,"cru_324_frs",28.48
"46200","i36",1958,6,1,"cru_324_frs",6.07
"46267","i36",1958,7,1,"cru_324_frs",0.02
"46334","i36",1958,8,1,"cru_324_frs",5.03
"46401","i36",1958,9,1,"cru_324_frs",21.07
"46468","i36",1958,10,1,"cru_324_frs",30.91
"46535","i36",1958,11,1,"cru_324_frs",30
"46602","i36",1958,12,1,"cru_324_frs",31
"46669","i36",1959,1,1,"cru_324_frs",31
"46736","i36",1959,2,1,"cru_324_frs",28
"46803","i36",1959,3,1,"cru_324_frs",31
"46870","i36",1959,4,1,"cru_324_frs",30
"46937","i36",1959,5,1,"cru_324_frs",30.25
"47004","i36",1959,6,1,"cru_324_frs",17.86
"47071","i36",1959,7,1,"cru_324_frs",7.15
"47138","i36",1959,8,1,"cru_324_frs",14.99
"47205","i36",1959,9,1,"cru_324_frs",23.7
"47272","i36",1959,10,1,"cru_324_frs",31
"47339","i36",1959,11,1,"cru_324_frs",30
"47406","i36",1959,12,1,"cru_324_frs",31
"47473","i36",1960,1,1,"cru_324_frs",31
"47540","i36",1960,2,1,"cru_324_frs",29
"47607","i36",1960,3,1,"cru_324_frs",31
"47674","i36",1960,4,1,"cru_324_frs",30
"47741","i36",1960,5,1,"cru_324_frs",27.5
"47808","i36",1960,6,1,"cru_324_frs",13.99
"47875","i36",1960,7,1,"cru_324_frs",8.31
"47942","i36",1960,8,1,"cru_324_frs",10.02
"48009","i36",1960,9,1,"cru_324_frs",23.14
"48076","i36",1960,10,1,"cru_324_frs",30.94
"48143","i36",1960,11,1,"cru_324_frs",30
"48210","i36",1960,12,1,"cru_324_frs",31
"48277","i36",1961,1,1,"cru_324_frs",31
"48344","i36",1961,2,1,"cru_324_frs",28
"48411","i36",1961,3,1,"cru_324_frs",31
"48478","i36",1961,4,1,"cru_324_frs",30
"48545","i36",1961,5,1,"cru_324_frs",28.17
"48612","i36",1961,6,1,"cru_324_frs",11.68
"48679","i36",1961,7,1,"cru_324_frs",6.49
"48746","i36",1961,8,1,"cru_324_frs",8.31
"48813","i36",1961,9,1,"cru_324_frs",21.07
"48880","i36",1961,10,1,"cru_324_frs",31
"48947","i36",1961,11,1,"cru_324_frs",30
"49014","i36",1961,12,1,"cru_324_frs",31
"49081","i36",1962,1,1,"cru_324_frs",31
"49148","i36",1962,2,1,"cru_324_frs",28
"49215","i36",1962,3,1,"cru_324_frs",31
"49282","i36",1962,4,1,"cru_324_frs",30
"49349","i36",1962,5,1,"cru_324_frs",30.3
"49416","i36",1962,6,1,"cru_324_frs",12.44
"49483","i36",1962,7,1,"cru_324_frs",6.06
"49550","i36",1962,8,1,"cru_324_frs",4.64
"49617","i36",1962,9,1,"cru_324_frs",23.14
"49684","i36",1962,10,1,"cru_324_frs",30.12
"49751","i36",1962,11,1,"cru_324_frs",30
"49818","i36",1962,12,1,"cru_324_frs",31
"49885","i36",1963,1,1,"cru_324_frs",31
"49952","i36",1963,2,1,"cru_324_frs",28
"50019","i36",1963,3,1,"cru_324_frs",31
"50086","i36",1963,4,1,"cru_324_frs",30
"50153","i36",1963,5,1,"cru_324_frs",25.57
"50220","i36",1963,6,1,"cru_324_frs",12.19
"50287","i36",1963,7,1,"cru_324_frs",4.64
"50354","i36",1963,8,1,"cru_324_frs",6.71
"50421","i36",1963,9,1,"cru_324_frs",23.8
"50488","i36",1963,10,1,"cru_324_frs",30.88
"50555","i36",1963,11,1,"cru_324_frs",30
"50622","i36",1963,12,1,"cru_324_frs",31
"50689","i36",1964,1,1,"cru_324_frs",31
"50756","i36",1964,2,1,"cru_324_frs",29
"50823","i36",1964,3,1,"cru_324_frs",31
"50890","i36",1964,4,1,"cru_324_frs",30
"50957","i36",1964,5,1,"cru_324_frs",29.37
"51024","i36",1964,6,1,"cru_324_frs",15.54
"51091","i36",1964,7,1,"cru_324_frs",8.55
"51158","i36",1964,8,1,"cru_324_frs",10.27
"51225","i36",1964,9,1,"cru_324_frs",23.26
"51292","i36",1964,10,1,"cru_324_frs",30.91
"51359","i36",1964,11,1,"cru_324_frs",30
"51426","i36",1964,12,1,"cru_324_frs",31
"51493","i36",1965,1,1,"cru_324_frs",31
"51560","i36",1965,2,1,"cru_324_frs",28
"51627","i36",1965,3,1,"cru_324_frs",31
"51694","i36",1965,4,1,"cru_324_frs",30
"51761","i36",1965,5,1,"cru_324_frs",29.43
"51828","i36",1965,6,1,"cru_324_frs",15.8
"51895","i36",1965,7,1,"cru_324_frs",7.61
"51962","i36",1965,8,1,"cru_324_frs",10.78
"52029","i36",1965,9,1,"cru_324_frs",21.77
"52096","i36",1965,10,1,"cru_324_frs",31
"52163","i36",1965,11,1,"cru_324_frs",30
"52230","i36",1965,12,1,"cru_324_frs",31
"52297","i36",1966,1,1,"cru_324_frs",31
"52364","i36",1966,2,1,"cru_324_frs",28
"52431","i36",1966,3,1,"cru_324_frs",31
"52498","i36",1966,4,1,"cru_324_frs",30
"52565","i36",1966,5,1,"cru_324_frs",29.49
"52632","i36",1966,6,1,"cru_324_frs",13.21
"52699","i36",1966,7,1,"cru_324_frs",4.45
"52766","i36",1966,8,1,"cru_324_frs",9.52
"52833","i36",1966,9,1,"cru_324_frs",18.87
"52900","i36",1966,10,1,"cru_324_frs",30.49
"52967","i36",1966,11,1,"cru_324_frs",30
"53034","i36",1966,12,1,"cru_324_frs",31
"53101","i36",1967,1,1,"cru_324_frs",31
"53168","i36",1967,2,1,"cru_324_frs",28
"53235","i36",1967,3,1,"cru_324_frs",31
"53302","i36",1967,4,1,"cru_324_frs",30
"53369","i36",1967,5,1,"cru_324_frs",27.5
"53436","i36",1967,6,1,"cru_324_frs",10.68
"53503","i36",1967,7,1,"cru_324_frs",6.71
"53570","i36",1967,8,1,"cru_324_frs",14.19
"53637","i36",1967,9,1,"cru_324_frs",23.14
"53704","i36",1967,10,1,"cru_324_frs",31
"53771","i36",1967,11,1,"cru_324_frs",30
"53838","i36",1967,12,1,"cru_324_frs",31
"53905","i36",1968,1,1,"cru_324_frs",31
"53972","i36",1968,2,1,"cru_324_frs",29
"54039","i36",1968,3,1,"cru_324_frs",31
"54106","i36",1968,4,1,"cru_324_frs",30
"54173","i36",1968,5,1,"cru_324_frs",27.92
"54240","i36",1968,6,1,"cru_324_frs",12.7
"54307","i36",1968,7,1,"cru_324_frs",1.66
"54374","i36",1968,8,1,"cru_324_frs",8.55
"54441","i36",1968,9,1,"cru_324_frs",23.26
"54508","i36",1968,10,1,"cru_324_frs",30.73
"54575","i36",1968,11,1,"cru_324_frs",30
"54642","i36",1968,12,1,"cru_324_frs",31
"54709","i36",1969,1,1,"cru_324_frs",31
"54776","i36",1969,2,1,"cru_324_frs",28
"54843","i36",1969,3,1,"cru_324_frs",31
"54910","i36",1969,4,1,"cru_324_frs",30
"54977","i36",1969,5,1,"cru_324_frs",27.76
"55044","i36",1969,6,1,"cru_324_frs",14.51
"55111","i36",1969,7,1,"cru_324_frs",7.15
"55178","i36",1969,8,1,"cru_324_frs",18.45
"55245","i36",1969,9,1,"cru_324_frs",23.03
"55312","i36",1969,10,1,"cru_324_frs",29.18
"55379","i36",1969,11,1,"cru_324_frs",30
"55446","i36",1969,12,1,"cru_324_frs",31
"55513","i36",1970,1,1,"cru_324_frs",31
"55580","i36",1970,2,1,"cru_324_frs",28
"55647","i36",1970,3,1,"cru_324_frs",31
"55714","i36",1970,4,1,"cru_324_frs",30
"55781","i36",1970,5,1,"cru_324_frs",29.24
"55848","i36",1970,6,1,"cru_324_frs",13.73
"55915","i36",1970,7,1,"cru_324_frs",4.64
"55982","i36",1970,8,1,"cru_324_frs",5.43
"56049","i36",1970,9,1,"cru_324_frs",26.94
"56116","i36",1970,10,1,"cru_324_frs",31
"56183","i36",1970,11,1,"cru_324_frs",30
"56250","i36",1970,12,1,"cru_324_frs",31
"56317","i36",1971,1,1,"cru_324_frs",31
"56384","i36",1971,2,1,"cru_324_frs",28
"56451","i36",1971,3,1,"cru_324_frs",31
"56518","i36",1971,4,1,"cru_324_frs",30
"56585","i36",1971,5,1,"cru_324_frs",28.55
"56652","i36",1971,6,1,"cru_324_frs",6.28
"56719","i36",1971,7,1,"cru_324_frs",2.31
"56786","i36",1971,8,1,"cru_324_frs",13.92
"56853","i36",1971,9,1,"cru_324_frs",22.8
"56920","i36",1971,10,1,"cru_324_frs",31
"56987","i36",1971,11,1,"cru_324_frs",30
"57054","i36",1971,12,1,"cru_324_frs",31
"57121","i36",1972,1,1,"cru_324_frs",31
"57188","i36",1972,2,1,"cru_324_frs",29
"57255","i36",1972,3,1,"cru_324_frs",31
"57322","i36",1972,4,1,"cru_324_frs",30
"57389","i36",1972,5,1,"cru_324_frs",29.93
"57456","i36",1972,6,1,"cru_324_frs",11.43
"57523","i36",1972,7,1,"cru_324_frs",3.39
"57590","i36",1972,8,1,"cru_324_frs",4.84
"57657","i36",1972,9,1,"cru_324_frs",24.13
"57724","i36",1972,10,1,"cru_324_frs",30.12
"57791","i36",1972,11,1,"cru_324_frs",30
"57858","i36",1972,12,1,"cru_324_frs",31
"57925","i36",1973,1,1,"cru_324_frs",31
"57992","i36",1973,2,1,"cru_324_frs",28
"58059","i36",1973,3,1,"cru_324_frs",31
"58126","i36",1973,4,1,"cru_324_frs",30
"58193","i36",1973,5,1,"cru_324_frs",28.01
"58260","i36",1973,6,1,"cru_324_frs",12.44
"58327","i36",1973,7,1,"cru_324_frs",5.85
"58394","i36",1973,8,1,"cru_324_frs",8.31
"58461","i36",1973,9,1,"cru_324_frs",18.87
"58528","i36",1973,10,1,"cru_324_frs",30.9
"58595","i36",1973,11,1,"cru_324_frs",30
"58662","i36",1973,12,1,"cru_324_frs",31
"58729","i36",1974,1,1,"cru_324_frs",31
"58796","i36",1974,2,1,"cru_324_frs",28
"58863","i36",1974,3,1,"cru_324_frs",31
"58930","i36",1974,4,1,"cru_324_frs",30
"58997","i36",1974,5,1,"cru_324_frs",30.25
"59064","i36",1974,6,1,"cru_324_frs",19.12
"59131","i36",1974,7,1,"cru_324_frs",8.55
"59198","i36",1974,8,1,"cru_324_frs",11.81
"59265","i36",1974,9,1,"cru_324_frs",22.8
"59332","i36",1974,10,1,"cru_324_frs",31
"59399","i36",1974,11,1,"cru_324_frs",30
"59466","i36",1974,12,1,"cru_324_frs",31
"59533","i36",1975,1,1,"cru_324_frs",31
"59600","i36",1975,2,1,"cru_324_frs",28
"59667","i36",1975,3,1,"cru_324_frs",31
"59734","i36",1975,4,1,"cru_324_frs",30
"59801","i36",1975,5,1,"cru_324_frs",28.25
"59868","i36",1975,6,1,"cru_324_frs",11.43
"59935","i36",1975,7,1,"cru_324_frs",3.39
"60002","i36",1975,8,1,"cru_324_frs",11.81
"60069","i36",1975,9,1,"cru_324_frs",25.91
"60136","i36",1975,10,1,"cru_324_frs",31
"60203","i36",1975,11,1,"cru_324_frs",30
"60270","i36",1975,12,1,"cru_324_frs",31
"60337","i36",1976,1,1,"cru_324_frs",31
"60404","i36",1976,2,1,"cru_324_frs",29
"60471","i36",1976,3,1,"cru_324_frs",31
"60538","i36",1976,4,1,"cru_324_frs",30
"60605","i36",1976,5,1,"cru_324_frs",28.01
"60672","i36",1976,6,1,"cru_324_frs",14.51
"60739","i36",1976,7,1,"cru_324_frs",5.64
"60806","i36",1976,8,1,"cru_324_frs",8.08
"60873","i36",1976,9,1,"cru_324_frs",18.36
"60940","i36",1976,10,1,"cru_324_frs",30.99
"61007","i36",1976,11,1,"cru_324_frs",30
"61074","i36",1976,12,1,"cru_324_frs",31
"61141","i36",1977,1,1,"cru_324_frs",31
"61208","i36",1977,2,1,"cru_324_frs",28
"61275","i36",1977,3,1,"cru_324_frs",31
"61342","i36",1977,4,1,"cru_324_frs",30
"61409","i36",1977,5,1,"cru_324_frs",27.67
"61476","i36",1977,6,1,"cru_324_frs",11.68
"61543","i36",1977,7,1,"cru_324_frs",6.27
"61610","i36",1977,8,1,"cru_324_frs",4.09
"61677","i36",1977,9,1,"cru_324_frs",18.36
"61744","i36",1977,10,1,"cru_324_frs",29.61
"61811","i36",1977,11,1,"cru_324_frs",30
"61878","i36",1977,12,1,"cru_324_frs",31
"61945","i36",1978,1,1,"cru_324_frs",31
"62012","i36",1978,2,1,"cru_324_frs",28
"62079","i36",1978,3,1,"cru_324_frs",31
"62146","i36",1978,4,1,"cru_324_frs",30
"62213","i36",1978,5,1,"cru_324_frs",30.41
"62280","i36",1978,6,1,"cru_324_frs",15.02
"62347","i36",1978,7,1,"cru_324_frs",2.6
"62414","i36",1978,8,1,"cru_324_frs",10.53
"62481","i36",1978,9,1,"cru_324_frs",14.76
"62548","i36",1978,10,1,"cru_324_frs",31
"62615","i36",1978,11,1,"cru_324_frs",30
"62682","i36",1978,12,1,"cru_324_frs",31
"62749","i36",1979,1,1,"cru_324_frs",31
"62816","i36",1979,2,1,"cru_324_frs",28
"62883","i36",1979,3,1,"cru_324_frs",31
"62950","i36",1979,4,1,"cru_324_frs",30
"63017","i36",1979,5,1,"cru_324_frs",25.68
"63084","i36",1979,6,1,"cru_324_frs",11.94
"63151","i36",1979,7,1,"cru_324_frs",2.04
"63218","i36",1979,8,1,"cru_324_frs",3.22
"63285","i36",1979,9,1,"cru_324_frs",16.83
"63352","i36",1979,10,1,"cru_324_frs",29.24
"63419","i36",1979,11,1,"cru_324_frs",30
"63486","i36",1979,12,1,"cru_324_frs",31
"63553","i36",1980,1,1,"cru_324_frs",31
"63620","i36",1980,2,1,"cru_324_frs",29
"63687","i36",1980,3,1,"cru_324_frs",31
"63754","i36",1980,4,1,"cru_324_frs",30
"63821","i36",1980,5,1,"cru_324_frs",29.31
"63888","i36",1980,6,1,"cru_324_frs",8.74
"63955","i36",1980,7,1,"cru_324_frs",5.64
"64022","i36",1980,8,1,"cru_324_frs",9.52
"64089","i36",1980,9,1,"cru_324_frs",26.09
"64156","i36",1980,10,1,"cru_324_frs",30.25
"64223","i36",1980,11,1,"cru_324_frs",30
"64290","i36",1980,12,1,"cru_324_frs",31
"64357","i36",1981,1,1,"cru_324_frs",31
"64424","i36",1981,2,1,"cru_324_frs",28
"64491","i36",1981,3,1,"cru_324_frs",31
"64558","i36",1981,4,1,"cru_324_frs",30
"64625","i36",1981,5,1,"cru_324_frs",24.82
"64692","i36",1981,6,1,"cru_324_frs",11.18
"64759","i36",1981,7,1,"cru_324_frs",4.84
"64826","i36",1981,8,1,"cru_324_frs",13.39
"64893","i36",1981,9,1,"cru_324_frs",23.14
"64960","i36",1981,10,1,"cru_324_frs",30.49
"65027","i36",1981,11,1,"cru_324_frs",30
"65094","i36",1981,12,1,"cru_324_frs",31
"65161","i36",1982,1,1,"cru_324_frs",31
"65228","i36",1982,2,1,"cru_324_frs",28
"65295","i36",1982,3,1,"cru_324_frs",31
"65362","i36",1982,4,1,"cru_324_frs",30
"65429","i36",1982,5,1,"cru_324_frs",29.55
"65496","i36",1982,6,1,"cru_324_frs",10.93
"65563","i36",1982,7,1,"cru_324_frs",1.21
"65630","i36",1982,8,1,"cru_324_frs",11.04
"65697","i36",1982,9,1,"cru_324_frs",19.12
"65764","i36",1982,10,1,"cru_324_frs",31
"65831","i36",1982,11,1,"cru_324_frs",30
"65898","i36",1982,12,1,"cru_324_frs",31
"65965","i36",1983,1,1,"cru_324_frs",31
"66032","i36",1983,2,1,"cru_324_frs",28
"66099","i36",1983,3,1,"cru_324_frs",31
"66166","i36",1983,4,1,"cru_324_frs",30
"66233","i36",1983,5,1,"cru_324_frs",30.88
"66300","i36",1983,6,1,"cru_324_frs",10.93
"66367","i36",1983,7,1,"cru_324_frs",4.64
"66434","i36",1983,8,1,"cru_324_frs",6.93
"66501","i36",1983,9,1,"cru_324_frs",25.72
"66568","i36",1983,10,1,"cru_324_frs",31
"66635","i36",1983,11,1,"cru_324_frs",30
"66702","i36",1983,12,1,"cru_324_frs",31
"66769","i36",1984,1,1,"cru_324_frs",31
"66836","i36",1984,2,1,"cru_324_frs",29
"66903","i36",1984,3,1,"cru_324_frs",31
"66970","i36",1984,4,1,"cru_324_frs",30
"67037","i36",1984,5,1,"cru_324_frs",28.32
"67104","i36",1984,6,1,"cru_324_frs",8.98
"67171","i36",1984,7,1,"cru_324_frs",6.06
"67238","i36",1984,8,1,"cru_324_frs",10.02
"67305","i36",1984,9,1,"cru_324_frs",21.07
"67372","i36",1984,10,1,"cru_324_frs",30.84
"67439","i36",1984,11,1,"cru_324_frs",30
"67506","i36",1984,12,1,"cru_324_frs",31
"67573","i36",1985,1,1,"cru_324_frs",31
"67640","i36",1985,2,1,"cru_324_frs",28
"67707","i36",1985,3,1,"cru_324_frs",31
"67774","i36",1985,4,1,"cru_324_frs",30
"67841","i36",1985,5,1,"cru_324_frs",27.5
"67908","i36",1985,6,1,"cru_324_frs",12.44
"67975","i36",1985,7,1,"cru_324_frs",10.02
"68042","i36",1985,8,1,"cru_324_frs",11.04
"68109","i36",1985,9,1,"cru_324_frs",22.8
"68176","i36",1985,10,1,"cru_324_frs",31
"68243","i36",1985,11,1,"cru_324_frs",30
"68310","i36",1985,12,1,"cru_324_frs",31
"68377","i36",1986,1,1,"cru_324_frs",31
"68444","i36",1986,2,1,"cru_324_frs",28
"68511","i36",1986,3,1,"cru_324_frs",31
"68578","i36",1986,4,1,"cru_324_frs",30
"68645","i36",1986,5,1,"cru_324_frs",29.77
"68712","i36",1986,6,1,"cru_324_frs",13.21
"68779","i36",1986,7,1,"cru_324_frs",5.43
"68846","i36",1986,8,1,"cru_324_frs",10.02
"68913","i36",1986,9,1,"cru_324_frs",19.12
"68980","i36",1986,10,1,"cru_324_frs",30.99
"69047","i36",1986,11,1,"cru_324_frs",30
"69114","i36",1986,12,1,"cru_324_frs",31
"69181","i36",1987,1,1,"cru_324_frs",31
"69248","i36",1987,2,1,"cru_324_frs",28
"69315","i36",1987,3,1,"cru_324_frs",31
"69382","i36",1987,4,1,"cru_324_frs",30
"69449","i36",1987,5,1,"cru_324_frs",29.72
"69516","i36",1987,6,1,"cru_324_frs",10.19
"69583","i36",1987,7,1,"cru_324_frs",1.54
"69650","i36",1987,8,1,"cru_324_frs",5.03
"69717","i36",1987,9,1,"cru_324_frs",20.59
"69784","i36",1987,10,1,"cru_324_frs",29.66
"69851","i36",1987,11,1,"cru_324_frs",30
"69918","i36",1987,12,1,"cru_324_frs",31
"69985","i36",1988,1,1,"cru_324_frs",31
"70052","i36",1988,2,1,"cru_324_frs",29
"70119","i36",1988,3,1,"cru_324_frs",31
"70186","i36",1988,4,1,"cru_324_frs",30
"70253","i36",1988,5,1,"cru_324_frs",28.32
"70320","i36",1988,6,1,"cru_324_frs",11.18
"70387","i36",1988,7,1,"cru_324_frs",2.04
"70454","i36",1988,8,1,"cru_324_frs",11.29
"70521","i36",1988,9,1,"cru_324_frs",22.57
"70588","i36",1988,10,1,"cru_324_frs",31
"70655","i36",1988,11,1,"cru_324_frs",30
"70722","i36",1988,12,1,"cru_324_frs",31
"70789","i36",1989,1,1,"cru_324_frs",31
"70856","i36",1989,2,1,"cru_324_frs",28
"70923","i36",1989,3,1,"cru_324_frs",31
"70990","i36",1989,4,1,"cru_324_frs",30
"71057","i36",1989,5,1,"cru_324_frs",28.91
"71124","i36",1989,6,1,"cru_324_frs",10.93
"71191","i36",1989,7,1,"cru_324_frs",1.21
"71258","i36",1989,8,1,"cru_324_frs",2.75
"71325","i36",1989,9,1,"cru_324_frs",18.36
"71392","i36",1989,10,1,"cru_324_frs",30.95
"71459","i36",1989,11,1,"cru_324_frs",30
"71526","i36",1989,12,1,"cru_324_frs",31
"71593","i36",1990,1,1,"cru_324_frs",31
"71660","i36",1990,2,1,"cru_324_frs",28
"71727","i36",1990,3,1,"cru_324_frs",31
"71794","i36",1990,4,1,"cru_324_frs",30
"71861","i36",1990,5,1,"cru_324_frs",26.77
"71928","i36",1990,6,1,"cru_324_frs",8.27
