date,day,site,plot,depth,moisture,veg.type,
3 Aug 2017,215,CC,ALCC6,38.3,59.8,HE,
3 Aug 2017,215,CC,ALCC6,34.2,57.5,HE,
3 Aug 2017,215,CC,ALCC6,35.6,50.6,HE,
3 Aug 2017,215,CC,ALCC7,48.5,42.3,KO,
3 Aug 2017,215,CC,ALCC7,48.9,30.3,KO,
3 Aug 2017,215,CC,ALCC7,52.7,42.4,KO,
3 Aug 2017,215,CC,ALCC8,63.4,37.9,KO,
3 Aug 2017,215,CC,ALCC8,58.9,38.1,KO,
3 Aug 2017,215,CC,ALCC8,61.2,36.1,KO,
3 Aug 2017,215,CC,ALCC9,61.9,35.5,KO,
3 Aug 2017,215,CC,ALCC9,60.4,36.7,KO,
3 Aug 2017,215,CC,ALCC9,63.3,38.1,KO,
3 Aug 2017,215,CC,ALCC10,55.4,41.4,KO,
3 Aug 2017,215,CC,ALCC10,54,39.8,KO,
3 Aug 2017,215,CC,ALCC10,58.2,42.9,KO,
3 Aug 2017,215,CC,ALCC11,58.5,33.2,KO,
3 Aug 2017,215,CC,ALCC11,57.6,40.2,KO,
3 Aug 2017,215,CC,ALCC11,59.9,37.3,KO,
3 Aug 2017,215,CC,ALCC12,71.2,45.8,KO,
3 Aug 2017,215,CC,ALCC12,81.9,52.2,KO,
3 Aug 2017,215,CC,ALCC12,80.3,40.7,KO,
3 Aug 2017,215,CC,ALCC13,66,41.3,KO,
3 Aug 2017,215,CC,ALCC13,66.9,38.7,KO,
3 Aug 2017,215,CC,ALCC13,66,45.8,KO,
3 Aug 2017,215,CC,ALCC14,66.8,21.4,KO,
3 Aug 2017,215,CC,ALCC14,66.1,23.5,KO,
3 Aug 2017,215,CC,ALCC14,62.2,31.8,KO,
3 Aug 2017,215,PR,ALPR1,68.4,30,,
3 Aug 2017,215,PR,ALPR1,67.1,32.9,,
3 Aug 2017,215,PR,ALPR1,66.5,25.9,,
3 Aug 2017,215,PR,ALPR2,54.8,34.3,,
3 Aug 2017,215,PR,ALPR2,55.7,29.5,,
3 Aug 2017,215,PR,ALPR2,54.6,43.8,,
3 Aug 2017,215,PR,ALPR3,65.8,33.7,,
3 Aug 2017,215,PR,ALPR3,65.9,27.8,,
3 Aug 2017,215,PR,ALPR3,66.4,29.8,,
3 Aug 2017,215,PR,ALPR4,64.2,36.6,,
3 Aug 2017,215,PR,ALPR4,65.6,37.5,,
3 Aug 2017,215,PR,ALPR4,66.6,32.3,,
3 Aug 2017,215,PR,ALPR5,60,15.1,,
3 Aug 2017,215,PR,ALPR5,61.1,28.6,,
3 Aug 2017,215,PR,ALPR5,61.4,32.2,,
3 Aug 2017,215,PR,ALPR6,54.6,38.5,,
3 Aug 2017,215,PR,ALPR6,58.6,45.3,,
3 Aug 2017,215,PR,ALPR6,55.2,37.9,,
3 Aug 2017,215,PR,ALPR7,63.5,27.4,,
3 Aug 2017,215,PR,ALPR7,64.7,33.1,,
3 Aug 2017,215,PR,ALPR7,65.2,28.6,,
3 Aug 2017,215,PR,ALPR8,48.9,32.6,,
3 Aug 2017,215,PR,ALPR8,55.5,38.4,,
3 Aug 2017,215,PR,ALPR8,52.4,37.2,,
3 Aug 2017,215,PR,ALPR9,33.4,40.8,,
3 Aug 2017,215,PR,ALPR9,37.2,40.7,,
3 Aug 2017,215,PR,ALPR9,37.3,41.1,,
3 Aug 2017,215,PR,ALPR10,47,37.2,,
3 Aug 2017,215,PR,ALPR10,47.8,36.9,,
3 Aug 2017,215,PR,ALPR10,47.2,36.6,,
3 Aug 2017,215,PR,ALPR11,34.7,40.9,,
3 Aug 2017,215,PR,ALPR11,36.7,30.1,,
3 Aug 2017,215,PR,ALPR11,36.6,27.9,,
3 Aug 2017,215,PR,ALPR12,39.2,27.9,,
3 Aug 2017,215,PR,ALPR12,42.9,41.8,,
3 Aug 2017,215,PR,ALPR12,38.5,38.9,,
10 Aug 2017,222,PR,ALPR1,70.5,33.7,,
10 Aug 2017,222,PR,ALPR1,70.6,35.9,,
10 Aug 2017,222,PR,ALPR1,67.7,33.5,,
10 Aug 2017,222,PR,ALPR2,58.5,47.2,,
10 Aug 2017,222,PR,ALPR2,64.1,34.4,,
10 Aug 2017,222,PR,ALPR2,62.3,29.6,,
10 Aug 2017,222,PR,ALPR3,70.1,38.3,,
10 Aug 2017,222,PR,ALPR3,69.5,38.4,,
10 Aug 2017,222,PR,ALPR3,70.2,35.8,,
10 Aug 2017,222,PR,ALPR4,68.4,49.8,,
10 Aug 2017,222,PR,ALPR4,67.2,53.9,,
10 Aug 2017,222,PR,ALPR4,67.7,50.2,,
10 Aug 2017,222,PR,ALPR5,63.7,32.8,,
10 Aug 2017,222,PR,ALPR5,66.4,18.8,,
10 Aug 2017,222,PR,ALPR5,64.2,23.5,,
10 Aug 2017,222,PR,ALPR6,58.5,42.4,,
10 Aug 2017,222,PR,ALPR6,60.3,45.8,,
10 Aug 2017,222,PR,ALPR6,59.9,51.3,,
10 Aug 2017,222,PR,ALPR7,66.4,32.5,,
10 Aug 2017,222,PR,ALPR7,66.3,39.5,,
10 Aug 2017,222,PR,ALPR7,66,36.1,,
10 Aug 2017,222,PR,ALPR8,55.3,42.5,,
10 Aug 2017,222,PR,ALPR8,56.5,31.9,,
10 Aug 2017,222,PR,ALPR8,56.2,38.1,,
10 Aug 2017,222,PR,ALPR9,41.6,42.3,,
10 Aug 2017,222,PR,ALPR9,38.5,43.2,,
10 Aug 2017,222,PR,ALPR9,40.2,41.8,,
10 Aug 2017,222,PR,ALPR10,49.4,40.4,,
10 Aug 2017,222,PR,ALPR10,49.5,32.8,,
10 Aug 2017,222,PR,ALPR10,51.7,44.4,,
10 Aug 2017,222,PR,ALPR11,38,34.9,,
10 Aug 2017,222,PR,ALPR11,38.9,28.3,,
10 Aug 2017,222,PR,ALPR11,40.8,35.6,,
10 Aug 2017,222,PR,ALPR12,41.9,34.4,,
10 Aug 2017,222,PR,ALPR12,44.8,46.8,,
10 Aug 2017,222,PR,ALPR12,42.5,42.2,,
10 Aug 2017,222,CC,ALCC1,50.1,40.9,HE,
10 Aug 2017,222,CC,ALCC1,52.2,34.4,HE,
10 Aug 2017,222,CC,ALCC1,52.4,40.8,HE,
10 Aug 2017,222,CC,ALCC2,48.1,47.4,HE,
10 Aug 2017,222,CC,ALCC2,48.6,35.2,HE,
10 Aug 2017,222,CC,ALCC2,48.6,49.9,HE,
10 Aug 2017,222,CC,ALCC3,44.4,60.4,HE,
10 Aug 2017,222,CC,ALCC3,46,56.3,HE,
10 Aug 2017,222,CC,ALCC3,44.4,52.2,HE,
10 Aug 2017,222,CC,ALCC4,38.4,52.4,HE,
10 Aug 2017,222,CC,ALCC4,35.2,58.6,HE,
10 Aug 2017,222,CC,ALCC4,35.2,54.4,HE,
10 Aug 2017,222,CC,ALCC5,39.2,54.9,HE,
10 Aug 2017,222,CC,ALCC5,37.6,54.9,HE,
10 Aug 2017,222,CC,ALCC5,38.5,53.8,HE,
10 Aug 2017,222,CC,ALCC6,43.7,85.3,HE,Near saturated with water
10 Aug 2017,222,CC,ALCC6,38.5,67.3,HE,
10 Aug 2017,222,CC,ALCC6,41.6,73.7,HE,
10 Aug 2017,222,CC,ALCC7,55,49.8,KO,
10 Aug 2017,222,CC,ALCC7,53.2,29.6,KO,
10 Aug 2017,222,CC,ALCC7,50.3,45.6,KO,
10 Aug 2017,222,CC,ALCC8,67.9,42.5,KO,
10 Aug 2017,222,CC,ALCC8,67,43.1,KO,
10 Aug 2017,222,CC,ALCC8,58.3,38.9,KO,
10 Aug 2017,222,CC,ALCC9,63.2,40.1,KO,Moved to mark the spot for 13
10 Aug 2017,222,CC,ALCC9,62.1,29.7,KO,
10 Aug 2017,222,CC,ALCC9,69.8,46.1,KO,
10 Aug 2017,222,CC,ALCC10,55.8,43.8,KO,Stake moved to mark the spot for 14
10 Aug 2017,222,CC,ALCC10,56.9,44.9,KO,
10 Aug 2017,222,CC,ALCC10,60.9,47.5,KO,
10 Aug 2017,222,CC,ALCC11,60.6,44.9,KO,
10 Aug 2017,222,CC,ALCC11,61.3,44.9,KO,
10 Aug 2017,222,CC,ALCC11,60.5,38.1,KO,
10 Aug 2017,222,CC,ALCC12,85,45.5,KO,
10 Aug 2017,222,CC,ALCC12,86.6,49.1,KO,
10 Aug 2017,222,CC,ALCC12,80.8,50.5,KO,
10 Aug 2017,222,CC,ALCC13,70.9,46.2,KO,
10 Aug 2017,222,CC,ALCC13,72.8,45.4,KO,
10 Aug 2017,222,CC,ALCC13,71.7,47.8,KO,
10 Aug 2017,222,CC,ALCC14,71.3,30.2,KO,
10 Aug 2017,222,CC,ALCC14,72,39.9,KO,
10 Aug 2017,222,CC,ALCC14,72.5,41.3,KO,
15 Aug 2017,227,CC,ALCC1,51.8,44.2,HE,
15 Aug 2017,227,CC,ALCC1,52.9,44,HE,
15 Aug 2017,227,CC,ALCC1,54,44.3,HE,
15 Aug 2017,227,CC,ALCC2,51.7,42.6,HE,
15 Aug 2017,227,CC,ALCC2,51.5,48.2,HE,
15 Aug 2017,227,CC,ALCC2,53.4,42.2,HE,
15 Aug 2017,227,CC,ALCC3,48.7,59.6,HE,Standing water
15 Aug 2017,227,CC,ALCC3,46.5,58.9,HE,
15 Aug 2017,227,CC,ALCC3,48.2,66,HE,
15 Aug 2017,227,CC,ALCC4,37.5,63.6,HE,Near to standing water
15 Aug 2017,227,CC,ALCC4,40.7,68.6,HE,
15 Aug 2017,227,CC,ALCC4,38.7,62.5,HE,
15 Aug 2017,227,CC,ALCC5,40.9,81.2,HE,Standing water
15 Aug 2017,227,CC,ALCC5,39.8,68.7,HE,
15 Aug 2017,227,CC,ALCC5,40.1,88.9,HE,
15 Aug 2017,227,CC,ALCC6,41.3,85.2,HE,Standing water - pond!
15 Aug 2017,227,CC,ALCC6,44.9,87.4,HE,
15 Aug 2017,227,CC,ALCC6,46.8,92.6,HE,
15 Aug 2017,227,CC,ALCC7,53.2,50.8,KO,
15 Aug 2017,227,CC,ALCC7,53.2,46.4,KO,
15 Aug 2017,227,CC,ALCC7,56.2,50.9,KO,
15 Aug 2017,227,CC,ALCC8,79.4,47.2,KO,
15 Aug 2017,227,CC,ALCC8,72.8,47.4,KO,
15 Aug 2017,227,CC,ALCC8,74.2,46.9,KO,
15 Aug 2017,227,CC,ALCC9,NA,NA,KO,
15 Aug 2017,227,CC,ALCC9,NA,NA,KO,
15 Aug 2017,227,CC,ALCC9,NA,NA,KO,
15 Aug 2017,227,CC,ALCC10,NA,NA,KO,
15 Aug 2017,227,CC,ALCC10,NA,NA,KO,
15 Aug 2017,227,CC,ALCC10,NA,NA,KO,
15 Aug 2017,227,CC,ALCC11,64.8,40.1,KO,
15 Aug 2017,227,CC,ALCC11,64.6,46.9,KO,
15 Aug 2017,227,CC,ALCC11,64.2,44.4,KO,
15 Aug 2017,227,CC,ALCC12,87.2,51.3,KO,
15 Aug 2017,227,CC,ALCC12,87,49.4,KO,
15 Aug 2017,227,CC,ALCC12,82,49.8,KO,
15 Aug 2017,227,CC,ALCC13,74.8,48.1,KO,
15 Aug 2017,227,CC,ALCC13,74.6,48.8,KO,
15 Aug 2017,227,CC,ALCC13,74.2,48.6,KO,
15 Aug 2017,227,CC,ALCC14,75.9,47.2,KO,
15 Aug 2017,227,CC,ALCC14,71.3,44.4,KO,
15 Aug 2017,227,CC,ALCC14,75.1,48.8,KO,
14 Aug 2017,226,PR,ALPR1,73.3,52.5,,Standing water
14 Aug 2017,226,PR,ALPR1,76.3,52.1,,
14 Aug 2017,226,PR,ALPR1,73.9,50.8,,
14 Aug 2017,226,PR,ALPR2,62.1,56.5,,
14 Aug 2017,226,PR,ALPR2,68,56.9,,
14 Aug 2017,226,PR,ALPR2,63.4,58,,
14 Aug 2017,226,PR,ALPR3,75.5,50.9,,
14 Aug 2017,226,PR,ALPR3,75.6,52.1,,
14 Aug 2017,226,PR,ALPR3,77,52.6,,
14 Aug 2017,226,PR,ALPR4,72.7,55.6,,In a large puddle pool
14 Aug 2017,226,PR,ALPR4,70.2,60.8,,
14 Aug 2017,226,PR,ALPR4,71,57.9,,
14 Aug 2017,226,PR,ALPR5,66.9,25.5,,
14 Aug 2017,226,PR,ALPR5,69.9,51.1,,
14 Aug 2017,226,PR,ALPR5,67.9,38.8,,
14 Aug 2017,226,PR,ALPR6,60,46.8,,
14 Aug 2017,226,PR,ALPR6,61.4,45.3,,
14 Aug 2017,226,PR,ALPR6,63.2,50.6,,
14 Aug 2017,226,PR,ALPR7,69,52.1,,
14 Aug 2017,226,PR,ALPR7,71.9,48.3,,
14 Aug 2017,226,PR,ALPR7,70.2,49.6,,
14 Aug 2017,226,PR,ALPR8,58.4,43.1,,
14 Aug 2017,226,PR,ALPR8,59.8,43.6,,
14 Aug 2017,226,PR,ALPR8,58.2,47.1,,
14 Aug 2017,226,PR,ALPR9,43.2,59.9,,
14 Aug 2017,226,PR,ALPR9,43.5,54.6,,
14 Aug 2017,226,PR,ALPR9,45.9,55.5,,
14 Aug 2017,226,PR,ALPR10,51.7,49.6,,
14 Aug 2017,226,PR,ALPR10,54.5,44.7,,
14 Aug 2017,226,PR,ALPR10,51.9,40.9,,
14 Aug 2017,226,PR,ALPR11,41,53.5,,
14 Aug 2017,226,PR,ALPR11,40.7,52.6,,
14 Aug 2017,226,PR,ALPR11,44.3,57.8,,
14 Aug 2017,226,PR,ALPR12,44.8,44,,
14 Aug 2017,226,PR,ALPR12,45.4,44.5,,
14 Aug 2017,226,PR,ALPR12,47.9,39.7,,
